Datetime,OFFENSE INVOLVING CHILDREN,NARCOTICS,THEFT,BATTERY,CRIMINAL DAMAGE,SEX OFFENSE,CRIM SEXUAL ASSAULT,OTHER OFFENSE,ASSAULT,DECEPTIVE PRACTICE,BURGLARY,MOTOR VEHICLE THEFT,WEAPONS VIOLATION,ROBBERY,CRIMINAL TRESPASS,LIQUOR LAW VIOLATION,PUBLIC PEACE VIOLATION,PROSTITUTION,INTERFERENCE WITH PUBLIC OFFICER,ARSON,CRIMINAL SEXUAL ASSAULT,GAMBLING,STALKING,HOMICIDE,KIDNAPPING,INTIMIDATION,OBSCENITY,OTHER NARCOTIC VIOLATION,PUBLIC INDECENCY,NON-CRIMINAL,HUMAN TRAFFICKING
2010-05-25,7,113,221,211,112,7,8,65,73,42,77,47,15,40,23,3.0,15,15,2,2,0.0,4.0,0,3.0,3.0,0.0,0.0,0.0,0.0,,
2010-05-26,5,127,230,228,111,3,8,68,101,43,72,60,12,26,37,5.0,7,10,9,2,0.0,7.0,0,4.0,1.0,0.0,0.0,0.0,0.0,,
2010-05-27,4,113,207,225,133,2,5,42,84,36,69,81,8,37,28,0.0,10,3,0,0,0.0,0.0,0,1.0,2.0,0.0,0.0,0.0,1.0,,
2010-05-28,7,101,268,216,120,6,2,61,66,28,79,73,15,38,25,3.0,18,5,2,0,0.0,5.0,3,0.0,3.0,2.0,0.0,0.0,0.0,,
2010-05-29,8,105,212,226,119,0,2,71,56,34,75,49,14,41,16,2.0,12,8,1,0,0.0,6.0,0,1.0,2.0,0.0,1.0,0.0,0.0,,
2010-05-30,10,85,191,246,114,4,8,65,59,19,57,36,5,31,17,2.0,7,2,6,3,0.0,2.0,0,4.0,2.0,1.0,0.0,0.0,0.0,,
2010-05-31,8,91,142,181,95,3,3,47,47,15,61,51,10,24,12,1.0,8,3,2,1,0.0,2.0,0,2.0,2.0,0.0,0.0,0.0,0.0,,
2010-06-01,28,140,304,195,104,15,17,76,84,66,74,73,8,47,31,1.0,11,14,3,1,3.0,2.0,3,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-06-02,7,133,219,222,109,3,1,68,73,29,82,50,7,37,38,3.0,15,5,4,2,0.0,5.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,
2010-06-03,5,121,226,189,117,5,4,68,56,29,79,50,5,38,28,4.0,13,5,4,1,0.0,4.0,2,1.0,0.0,1.0,1.0,0.0,0.0,,
2010-06-04,4,134,246,198,123,4,1,71,67,39,79,54,11,55,23,3.0,7,8,0,5,0.0,6.0,0,1.0,2.0,0.0,0.0,0.0,0.0,,
2010-06-05,8,103,229,218,147,5,5,46,60,30,54,44,15,39,29,2.0,12,5,3,0,0.0,5.0,0,1.0,0.0,0.0,1.0,0.0,0.0,,
2010-06-06,11,90,197,190,131,1,3,70,56,20,60,45,11,33,35,1.0,1,3,0,3,0.0,6.0,0,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-06-07,2,146,222,187,95,2,1,59,80,36,81,55,11,45,29,1.0,14,1,1,4,0.0,5.0,0,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-06-08,4,109,206,166,116,4,3,61,67,34,70,51,11,46,28,5.0,11,12,2,1,0.0,0.0,0,4.0,0.0,2.0,0.0,0.0,1.0,,
2010-06-09,4,101,256,212,136,2,3,58,73,48,85,39,10,44,15,3.0,11,15,1,0,0.0,5.0,1,2.0,3.0,2.0,0.0,0.0,0.0,,
2010-06-10,2,116,270,266,125,4,0,52,60,40,95,49,10,47,39,2.0,22,15,4,2,1.0,7.0,0,0.0,0.0,4.0,0.0,0.0,0.0,,
2010-06-11,11,93,249,235,131,3,3,62,86,33,90,52,14,41,22,4.0,14,11,3,1,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,,
2010-06-12,6,96,212,229,125,0,7,54,59,25,56,43,13,28,18,3.0,6,7,3,4,0.0,2.0,0,4.0,0.0,0.0,0.0,0.0,0.0,,
2010-06-13,4,95,182,200,120,3,2,52,48,21,56,44,9,40,22,1.0,11,6,2,1,0.0,2.0,0,3.0,1.0,1.0,0.0,0.0,0.0,,
2010-06-14,5,117,220,201,111,4,5,66,71,47,90,48,8,50,36,1.0,17,4,0,3,0.0,4.0,0,1.0,0.0,0.0,0.0,1.0,0.0,,
2010-06-15,3,121,244,177,122,5,3,76,63,45,73,59,16,36,18,2.0,11,2,2,1,0.0,0.0,1,3.0,1.0,1.0,0.0,0.0,0.0,,
2010-06-16,9,116,234,201,124,4,4,61,71,35,63,51,8,43,26,3.0,13,11,8,1,0.0,3.0,2,1.0,0.0,1.0,0.0,0.0,0.0,,
2010-06-17,7,165,235,216,126,4,5,73,71,40,61,41,8,28,24,1.0,9,15,4,1,0.0,2.0,1,2.0,0.0,2.0,0.0,0.0,0.0,,
2010-06-18,10,79,247,230,126,2,11,52,66,33,81,49,8,38,17,2.0,7,13,1,2,0.0,3.0,0,1.0,2.0,2.0,0.0,0.0,0.0,,
2010-06-19,5,61,200,222,99,2,4,44,54,24,66,49,13,37,24,2.0,7,5,1,1,0.0,5.0,0,3.0,0.0,2.0,1.0,0.0,0.0,,
2010-06-20,8,73,203,292,137,6,7,47,68,32,67,50,9,41,18,5.0,12,1,3,1,0.0,0.0,1,2.0,5.0,1.0,0.0,0.0,0.0,,
2010-06-21,5,112,216,239,125,5,2,71,65,46,105,55,15,36,21,3.0,9,0,4,0,1.0,2.0,0,6.0,0.0,1.0,0.0,0.0,0.0,,
2010-06-22,2,113,215,201,121,6,4,53,65,39,59,55,14,41,29,3.0,10,1,0,0,2.0,6.0,1,1.0,0.0,2.0,0.0,0.0,0.0,,
2010-06-23,2,109,219,174,88,5,4,53,73,43,81,59,9,36,24,5.0,8,4,3,2,0.0,1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-06-24,6,114,232,185,100,5,0,51,65,48,73,50,9,38,14,1.0,9,7,5,4,0.0,7.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-06-25,14,99,240,221,128,2,3,79,65,37,96,50,14,39,25,4.0,16,12,4,2,0.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-06-26,6,98,247,231,125,5,2,65,70,24,73,41,12,51,22,5.0,8,15,6,4,0.0,3.0,1,4.0,1.0,1.0,0.0,0.0,0.0,,
2010-06-27,8,95,200,274,127,3,7,60,81,24,65,52,10,52,24,0.0,15,1,2,3,0.0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,,
2010-06-28,7,105,254,199,132,0,3,102,76,47,77,54,9,46,25,2.0,14,6,4,1,0.0,4.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-06-29,3,140,236,190,110,3,2,103,64,32,68,43,13,41,28,3.0,14,6,1,1,0.0,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,,
2010-06-30,6,151,252,172,106,2,2,77,77,39,97,58,11,33,21,5.0,6,14,3,3,0.0,3.0,1,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-07-01,12,134,300,198,99,12,6,105,70,71,88,40,8,51,36,3.0,8,4,2,0,0.0,9.0,3,0.0,0.0,1.0,0.0,0.0,0.0,,
2010-07-02,10,137,216,191,128,2,1,58,48,46,82,45,9,51,21,4.0,14,15,2,1,0.0,7.0,0,0.0,1.0,1.0,1.0,0.0,0.0,,
2010-07-03,5,103,214,220,121,3,5,47,70,31,55,38,11,37,23,3.0,10,0,3,1,0.0,3.0,0,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-07-04,10,28,197,288,159,6,6,43,55,20,67,45,15,26,13,0.0,9,0,2,3,0.0,2.0,0,4.0,0.0,1.0,0.0,0.0,0.0,,
2010-07-05,7,103,190,295,134,1,7,65,72,26,59,47,11,43,28,1.0,7,1,2,0,1.0,3.0,2,3.0,1.0,0.0,2.0,0.0,0.0,,
2010-07-06,2,120,228,182,117,2,6,74,66,47,82,53,17,31,23,0.0,8,6,7,1,0.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-07,7,108,248,164,121,5,2,71,55,66,73,59,8,51,20,2.0,7,6,2,3,0.0,5.0,1,5.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-08,6,129,228,230,115,2,2,61,73,62,68,62,11,45,28,2.0,10,10,3,1,0.0,6.0,0,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-07-09,9,121,246,207,124,1,3,68,54,44,83,40,9,44,27,2.0,4,3,2,0,0.0,5.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,
2010-07-10,13,113,209,230,122,1,5,65,67,31,64,52,5,46,20,3.0,12,5,1,2,0.0,4.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-11,5,90,202,243,130,3,10,49,68,21,65,42,6,41,21,0.0,6,8,2,4,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-12,1,111,235,163,132,6,5,79,62,40,67,52,13,46,24,1.0,8,6,1,2,1.0,6.0,0,0.0,1.0,0.0,1.0,0.0,0.0,,
2010-07-13,5,121,219,172,109,0,1,50,71,31,80,55,10,41,24,3.0,9,8,2,2,0.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-14,4,131,246,197,113,5,3,58,67,50,74,61,15,43,33,2.0,10,4,5,1,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-15,8,118,258,184,115,3,2,79,60,29,93,43,8,42,23,3.0,9,5,6,3,0.0,1.0,0,2.0,2.0,0.0,0.0,1.0,0.0,,
2010-07-16,8,117,247,202,124,2,5,66,66,31,84,62,12,44,34,3.0,11,11,3,1,0.0,7.0,0,1.0,1.0,2.0,0.0,0.0,0.0,,
2010-07-17,9,94,259,238,135,2,4,58,78,29,65,51,10,40,22,1.0,7,6,3,2,0.0,3.0,0,3.0,0.0,2.0,0.0,0.0,0.0,,
2010-07-18,9,109,215,237,125,4,2,64,84,17,65,46,9,42,22,1.0,4,3,5,3,0.0,6.0,0,3.0,1.0,0.0,1.0,0.0,0.0,,
2010-07-19,3,110,230,180,116,7,3,61,63,38,69,51,7,36,35,1.0,16,3,4,1,0.0,4.0,1,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-07-20,5,145,234,195,113,3,12,68,83,42,74,55,12,32,31,3.0,10,3,0,1,0.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-21,5,134,252,192,87,3,3,53,62,41,78,51,13,51,21,3.0,8,17,3,2,0.0,4.0,0,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-07-22,8,98,276,205,130,1,6,65,58,47,87,64,7,61,31,0.0,15,8,1,2,0.0,9.0,2,1.0,1.0,3.0,0.0,0.0,0.0,1.0,
2010-07-23,7,111,247,162,149,2,3,65,60,31,109,49,7,40,29,3.0,5,4,2,2,0.0,1.0,0,2.0,1.0,1.0,0.0,0.0,0.0,,
2010-07-24,5,87,194,198,122,2,3,39,68,22,68,44,12,37,16,0.0,11,1,1,1,0.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-25,8,121,218,236,114,2,6,47,69,22,71,44,14,45,19,3.0,12,1,3,2,0.0,4.0,1,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-07-26,4,98,235,197,125,3,2,62,71,37,85,43,12,36,23,2.0,10,5,0,2,0.0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-27,5,132,248,204,110,0,2,62,73,33,85,62,10,49,28,1.0,9,7,2,2,0.0,8.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-28,7,122,250,163,115,4,3,61,80,45,72,63,11,52,26,2.0,7,7,2,2,0.0,1.0,0,1.0,2.0,0.0,0.0,0.0,0.0,,
2010-07-29,5,116,218,175,114,7,1,41,70,43,70,44,11,35,27,4.0,9,4,2,2,0.0,5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-07-30,8,141,227,165,112,8,2,60,54,32,93,52,8,43,19,7.0,11,4,3,0,0.0,6.0,1,2.0,2.0,1.0,0.0,0.0,0.0,,
2010-07-31,14,115,208,197,112,2,1,42,57,30,56,57,15,40,22,6.0,6,8,1,2,0.0,5.0,2,2.0,2.0,0.0,0.0,0.0,0.0,,
2010-08-01,27,97,279,222,146,8,13,68,73,56,62,48,12,38,22,1.0,10,4,3,0,0.0,3.0,0,3.0,3.0,1.0,0.0,0.0,0.0,,
2010-08-02,8,138,238,162,90,7,4,64,54,52,90,45,13,26,42,2.0,13,3,0,1,0.0,7.0,0,1.0,0.0,2.0,0.0,0.0,0.0,,
2010-08-03,5,142,227,151,116,1,1,58,53,43,82,47,11,48,31,1.0,9,6,1,2,1.0,9.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-04,7,121,225,162,124,5,7,56,55,38,84,45,15,49,21,1.0,7,13,2,3,0.0,6.0,1,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-08-05,6,116,261,174,121,1,1,46,86,41,102,55,10,45,25,3.0,7,8,1,2,0.0,4.0,1,1.0,2.0,0.0,0.0,0.0,0.0,,
2010-08-06,10,125,269,213,121,2,1,52,61,34,94,64,8,44,16,0.0,12,13,5,1,0.0,7.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-07,8,105,252,231,134,1,3,42,56,33,83,42,10,49,21,2.0,9,9,3,2,0.0,3.0,1,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-08-08,4,80,215,273,117,1,11,55,47,33,67,52,9,49,22,1.0,13,6,7,4,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-09,4,108,250,177,128,5,4,56,76,40,104,41,12,38,30,0.0,12,5,5,1,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-10,4,128,248,179,121,4,5,68,68,39,84,51,11,36,29,1.0,12,12,1,2,0.0,5.0,1,4.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-11,9,126,244,169,120,3,6,54,66,24,81,63,13,51,33,2.0,9,13,4,1,0.0,5.0,0,0.0,2.0,1.0,0.0,0.0,0.0,,
2010-08-12,6,121,227,183,118,2,4,52,67,34,85,46,8,35,31,3.0,6,5,2,0,0.0,3.0,0,3.0,1.0,0.0,0.0,0.0,0.0,,
2010-08-13,11,121,222,159,120,6,4,50,67,43,109,57,10,40,29,7.0,4,2,0,2,0.0,3.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-14,13,105,248,241,123,5,2,46,72,20,86,59,6,39,18,4.0,15,4,5,4,1.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-15,6,97,237,245,148,4,7,48,63,22,81,46,11,43,23,1.0,14,0,0,1,0.0,6.0,1,3.0,0.0,1.0,0.0,0.0,0.0,,
2010-08-16,4,120,254,165,123,1,4,63,80,30,93,56,10,47,39,1.0,7,3,3,1,0.0,4.0,2,2.0,1.0,3.0,0.0,0.0,0.0,,
2010-08-17,6,140,228,165,103,4,4,71,68,40,96,47,12,44,25,4.0,7,8,3,1,0.0,5.0,0,2.0,0.0,0.0,0.0,1.0,0.0,,
2010-08-18,7,116,257,213,126,5,2,52,65,26,99,59,11,34,24,1.0,9,9,4,2,0.0,4.0,2,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-19,4,155,221,183,122,1,4,70,71,42,103,66,14,40,31,0.0,13,5,0,0,0.0,1.0,0,5.0,1.0,1.0,0.0,0.0,0.0,,
2010-08-20,9,121,244,188,121,4,3,73,59,44,102,68,15,43,25,3.0,7,6,1,2,0.0,10.0,0,1.0,0.0,1.0,0.0,0.0,1.0,,
2010-08-21,7,97,232,229,119,5,4,50,55,32,72,61,8,40,24,0.0,9,5,1,2,0.0,6.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-22,4,97,202,222,136,6,2,57,74,23,66,54,4,36,28,2.0,10,5,4,2,0.0,5.0,0,2.0,0.0,1.0,0.0,0.0,0.0,,
2010-08-23,6,112,251,193,114,7,1,85,69,37,79,59,12,55,18,1.0,14,2,0,3,0.0,5.0,1,1.0,3.0,1.0,0.0,0.0,0.0,,
2010-08-24,3,147,244,164,112,3,6,65,67,41,92,48,8,56,24,2.0,11,11,4,1,0.0,6.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-25,5,132,241,155,124,2,3,72,55,25,81,63,11,35,34,5.0,7,8,3,0,0.0,7.0,0,1.0,2.0,0.0,0.0,0.0,0.0,,
2010-08-26,2,145,267,178,100,6,2,62,57,30,101,59,8,47,37,2.0,11,13,0,3,0.0,8.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,
2010-08-27,14,122,260,183,118,5,2,64,66,45,92,54,11,35,38,3.0,5,7,3,0,0.0,3.0,0,1.0,3.0,0.0,0.0,0.0,0.0,,
2010-08-28,5,90,241,212,134,6,5,52,62,25,88,35,8,35,14,1.0,4,12,2,1,0.0,2.0,0,5.0,0.0,1.0,0.0,0.0,0.0,,
2010-08-29,14,113,210,258,133,3,2,58,67,21,73,72,8,49,25,1.0,13,3,3,1,0.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-08-30,8,109,263,202,124,6,3,48,66,33,87,59,17,50,28,2.0,15,3,3,1,0.0,3.0,0,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-08-31,9,123,233,206,92,4,2,59,71,31,89,60,6,40,21,2.0,15,9,6,2,0.0,0.0,1,2.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-01,18,140,271,181,114,11,9,80,79,59,88,62,12,47,29,0.0,11,8,3,0,2.0,2.0,0,2.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-02,4,117,222,173,93,2,4,60,67,47,65,55,9,53,20,4.0,6,5,3,1,0.0,3.0,0,6.0,2.0,1.0,0.0,0.0,0.0,,
2010-09-03,4,142,262,164,99,4,3,61,58,36,95,57,13,51,28,2.0,7,3,1,1,0.0,4.0,0,0.0,0.0,3.0,0.0,0.0,0.0,,
2010-09-04,8,103,227,181,115,6,6,40,59,31,59,52,13,34,26,2.0,9,4,1,2,0.0,6.0,1,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-05,4,92,228,191,120,2,7,59,54,24,63,37,13,39,20,1.0,10,6,1,5,0.0,4.0,0,0.0,1.0,0.0,2.0,0.0,0.0,,
2010-09-06,5,128,228,174,121,1,2,57,64,22,73,55,16,57,28,0.0,8,1,5,1,0.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,,
2010-09-07,8,144,208,169,122,3,3,68,73,49,107,64,14,32,28,2.0,13,7,4,1,0.0,6.0,1,0.0,1.0,1.0,0.0,0.0,0.0,,
2010-09-08,5,143,221,162,113,1,0,49,67,29,82,56,10,48,34,2.0,8,14,2,1,0.0,5.0,0,2.0,3.0,0.0,0.0,0.0,0.0,,
2010-09-09,5,135,229,143,105,3,3,47,62,44,77,48,16,32,21,5.0,15,10,3,1,0.0,4.0,1,2.0,3.0,1.0,0.0,0.0,0.0,,
2010-09-10,8,136,269,156,125,5,4,62,75,39,86,55,11,37,29,3.0,11,0,0,1,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-11,11,102,208,198,109,3,4,52,54,27,57,47,10,44,21,1.0,5,4,2,2,0.0,4.0,1,0.0,3.0,1.0,0.0,0.0,0.0,,
2010-09-12,6,81,241,247,124,1,1,51,55,27,67,66,10,42,22,2.0,21,4,3,1,0.0,3.0,0,0.0,1.0,1.0,0.0,0.0,0.0,,
2010-09-13,10,111,234,161,100,2,3,42,65,39,80,57,9,32,21,1.0,13,5,3,4,0.0,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-14,4,129,238,168,105,1,2,44,68,33,100,56,10,43,33,0.0,11,12,5,2,0.0,1.0,0,3.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-15,6,96,215,197,108,8,4,68,71,31,79,73,12,35,28,2.0,16,3,4,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-16,5,110,241,151,112,2,0,65,47,36,94,65,13,38,32,1.0,15,6,1,1,0.0,1.0,2,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-09-17,5,141,260,172,131,3,1,48,58,30,89,67,15,43,25,3.0,12,11,2,1,0.0,6.0,0,1.0,0.0,1.0,1.0,0.0,0.0,,
2010-09-18,5,113,193,200,141,9,7,67,72,38,57,68,11,36,14,4.0,5,6,1,0,1.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-19,5,108,208,213,141,4,6,42,51,18,63,84,11,47,21,4.0,6,2,1,1,0.0,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-20,10,127,228,172,98,3,3,58,65,37,97,84,12,33,28,1.0,10,2,3,2,0.0,9.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-21,12,123,259,195,109,4,6,60,75,41,81,60,14,37,31,0.0,9,7,2,2,2.0,4.0,2,0.0,0.0,2.0,0.0,0.0,0.0,,
2010-09-22,3,129,251,185,122,2,4,59,62,38,95,53,13,36,29,5.0,14,7,3,0,1.0,10.0,2,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-23,5,125,253,199,92,6,2,47,60,27,80,57,14,41,37,4.0,14,12,4,2,0.0,3.0,0,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-24,7,141,238,190,149,6,3,61,56,36,96,57,9,47,30,1.0,11,6,1,1,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-25,3,104,261,208,146,0,3,55,54,31,60,67,8,51,25,1.0,5,3,4,1,0.0,4.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-26,4,98,197,178,138,1,9,51,51,26,73,57,8,41,23,0.0,12,1,1,3,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-27,7,106,233,128,111,4,8,55,57,34,90,46,11,43,18,0.0,10,1,5,0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-28,4,144,227,174,105,1,3,53,56,42,114,51,10,43,25,1.0,8,9,2,1,0.0,7.0,3,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-29,7,146,218,164,96,2,1,51,77,36,92,47,12,55,26,2.0,18,10,2,1,0.0,6.0,0,1.0,0.0,0.0,0.0,0.0,1.0,,
2010-09-30,7,101,209,168,105,3,4,47,66,44,76,62,16,41,21,3.0,15,3,3,1,0.0,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-01,16,127,300,195,122,11,11,73,67,51,103,62,9,46,22,3.0,12,1,1,0,0.0,5.0,1,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-02,5,79,251,152,97,3,2,56,53,25,62,44,4,38,20,3.0,2,3,0,3,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,
2010-10-03,1,80,198,158,113,2,4,56,51,22,61,55,6,40,26,0.0,5,1,2,2,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-04,2,130,230,132,83,1,5,61,42,32,98,41,12,62,26,0.0,8,4,6,1,0.0,7.0,0,0.0,0.0,2.0,0.0,0.0,0.0,,
2010-10-05,6,149,221,151,117,5,1,55,48,36,88,56,12,45,28,1.0,12,5,1,4,0.0,4.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-06,5,151,237,160,111,3,4,61,72,42,86,56,8,50,31,4.0,12,14,4,2,0.0,7.0,0,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-07,12,112,228,159,130,5,1,55,55,36,93,72,8,48,29,1.0,15,2,0,3,0.0,3.0,0,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-08,8,109,249,177,139,6,3,74,68,35,109,76,18,52,25,6.0,14,9,0,0,0.0,4.0,0,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-09,11,96,215,210,148,4,3,61,69,25,71,55,21,56,23,1.0,14,5,5,1,0.0,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-10-10,7,94,234,234,139,8,5,61,61,30,69,43,6,43,28,2.0,9,8,1,5,0.0,2.0,0,3.0,2.0,1.0,0.0,0.0,0.0,,
2010-10-11,4,126,201,176,96,4,4,57,73,24,75,53,15,56,24,0.0,14,3,2,1,0.0,5.0,0,5.0,0.0,0.0,1.0,0.0,0.0,,
2010-10-12,5,125,222,177,114,2,6,65,85,36,98,51,9,43,28,2.0,17,4,1,0,0.0,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,,
2010-10-13,5,110,217,169,119,4,2,63,68,28,90,49,6,53,22,1.0,14,8,2,4,0.0,2.0,0,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-14,8,100,232,162,112,3,5,49,69,31,87,60,14,43,31,4.0,11,4,4,3,0.0,1.0,1,1.0,2.0,1.0,0.0,0.0,0.0,,
2010-10-15,4,133,264,148,108,5,4,85,65,40,102,72,13,41,39,2.0,9,15,4,1,0.0,2.0,0,0.0,3.0,0.0,1.0,0.0,0.0,,
2010-10-16,5,103,203,191,137,4,3,50,64,28,50,62,6,46,30,3.0,11,9,1,2,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,,
2010-10-17,6,94,194,211,124,5,6,63,55,27,48,46,10,47,20,0.0,8,2,3,0,2.0,3.0,1,3.0,0.0,1.0,0.0,0.0,0.0,,
2010-10-18,3,103,229,159,114,1,2,75,52,47,90,57,9,50,19,0.0,9,2,2,0,0.0,5.0,0,2.0,2.0,1.0,0.0,0.0,0.0,,
2010-10-19,6,125,207,158,91,1,2,76,78,37,80,64,8,44,26,3.0,9,5,3,6,0.0,5.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-20,3,131,220,159,114,2,3,58,61,35,94,61,12,43,27,1.0,12,9,2,1,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-21,6,194,229,174,100,3,5,55,47,27,69,60,14,39,24,1.0,8,4,0,2,0.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-22,7,120,241,158,125,3,3,58,54,32,78,63,16,47,24,4.0,9,14,1,3,0.0,4.0,1,2.0,0.0,0.0,1.0,0.0,0.0,,
2010-10-23,6,101,198,181,136,2,5,62,56,25,56,64,12,46,18,5.0,8,10,2,5,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-24,3,76,180,185,151,5,10,50,56,17,56,47,11,55,23,0.0,10,3,4,0,0.0,2.0,1,1.0,0.0,2.0,0.0,0.0,0.0,,
2010-10-25,11,94,218,174,115,4,6,60,55,32,87,72,12,43,30,0.0,15,2,1,2,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-10-26,1,129,219,190,102,1,3,55,53,32,101,66,10,63,38,1.0,11,7,3,3,0.0,1.0,0,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-10-27,3,124,204,169,135,3,3,46,68,28,82,52,13,43,26,4.0,8,6,2,1,0.0,2.0,2,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-28,8,136,188,158,105,1,4,51,57,36,90,55,9,43,27,1.0,8,6,3,1,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-29,3,126,253,149,129,4,1,60,49,35,83,76,16,49,26,3.0,9,5,4,3,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-30,4,69,246,208,117,3,3,51,38,27,69,49,11,51,19,3.0,10,6,2,2,0.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-31,6,72,180,230,184,1,4,50,52,25,61,47,7,38,18,2.0,9,2,5,5,0.0,2.0,1,4.0,0.0,0.0,0.0,0.0,0.0,,
